datetime,average
2015-03-02 10:30:59,260.55
2015-03-02 10:32:29,260.75
2015-03-02 10:33:59,260.89
2015-03-02 10:35:29,261.06
2015-03-02 10:36:58,260.74
2015-03-02 10:38:29,260.61
2015-03-02 10:39:59,260.74
2015-03-02 10:41:28,260.86
2015-03-02 10:42:58,260.84
2015-03-02 10:44:29,260.56
2015-03-02 10:45:59,260.82
2015-03-02 10:47:28,260.77
2015-03-02 10:48:29,260.67
2015-03-02 10:49:50,260.51
2015-03-02 10:50:51,260.5
2015-03-02 10:52:20,260.37
2015-03-02 10:53:50,260.52
2015-03-02 10:55:20,260.26
2015-03-02 10:56:50,260.25
2015-03-02 10:58:21,260.28
2015-03-02 10:59:51,260.18
2015-03-02 11:01:22,260.1
2015-03-02 11:02:51,260.15
2015-03-02 11:04:21,260.02
2015-03-02 11:05:22,259.84
2015-03-02 11:06:51,259.92
2015-03-02 11:08:20,260.07
2015-03-02 11:09:21,259.97
2015-03-02 11:10:22,260.12
2015-03-02 11:11:50,260.13
2015-03-02 11:13:20,260.06
2015-03-02 11:14:51,260.03
2015-03-02 11:16:20,259.95
2015-03-02 11:17:29,259.98
2015-03-02 11:18:51,260.04
2015-03-02 11:20:20,260.05
2015-03-02 11:21:51,260.1
2015-03-02 11:23:22,259.91
2015-03-02 11:24:23,259.84
2015-03-02 11:25:51,259.08
2015-03-02 11:26:52,258.48
2015-03-02 11:28:23,258.79
2015-03-02 11:29:52,259.0
2015-03-02 11:31:22,259.13
2015-03-02 11:32:52,259.07
2015-03-02 11:33:53,259.1
2015-03-02 11:35:22,259.31
2015-03-02 11:36:53,259.18
2015-03-02 11:38:21,259.07
2015-03-02 11:39:23,258.99
2015-03-02 11:40:53,259.02
2015-03-02 11:42:21,259.21
2015-03-02 11:43:22,259.24
2015-03-02 11:44:53,259.0
2015-03-02 11:46:22,259.21
2015-03-02 11:47:23,259.09
2015-03-02 11:48:52,259.06
2015-03-02 11:49:53,259.14
2015-03-02 11:51:22,259.31
2015-03-02 11:52:52,259.28
2015-03-02 11:54:22,259.25
2015-03-02 11:55:53,259.33
2015-03-02 11:56:54,259.34
2015-03-02 11:58:22,259.44
2015-03-02 11:59:53,259.54
2015-03-02 12:00:54,259.44
2015-03-02 12:02:23,259.57
2015-03-02 12:03:24,259.72
2015-03-02 12:04:52,259.53
2015-03-02 12:05:53,259.65
2015-03-02 12:07:24,259.73
2015-03-02 12:08:54,259.55
2015-03-02 12:10:22,259.56
2015-03-02 12:11:23,259.66
2015-03-02 12:12:53,259.64
2015-03-02 12:14:22,259.79
2015-03-02 12:15:53,259.52
2015-03-02 12:17:24,259.85
2015-03-02 12:18:54,259.75
2015-03-02 12:20:23,259.69
2015-03-02 12:21:53,259.54
2015-03-02 12:22:54,259.28
2015-03-02 12:24:24,259.46
2015-03-02 12:25:53,259.31
2015-03-02 12:26:54,259.38
2015-03-02 12:28:22,259.12
2015-03-02 12:29:23,259.1
2015-03-02 12:30:53,258.99
2015-03-02 12:31:54,259.0
2015-03-02 12:33:25,258.84
2015-03-02 12:34:53,259.17
2015-03-02 12:36:25,259.16
2015-03-02 12:37:55,259.19
2015-03-02 12:39:24,259.0
2015-03-02 12:40:55,259.1
2015-03-02 12:42:23,258.89
2015-03-02 12:43:25,258.79
2015-03-02 12:44:55,258.91
2015-03-02 12:46:25,258.87
2015-03-02 12:47:55,259.4
2015-03-02 12:49:25,260.46
2015-03-02 12:50:54,260.77
2015-03-02 12:51:55,260.76
2015-03-02 12:52:56,260.79
2015-03-02 12:54:24,260.8
2015-03-02 12:55:54,260.86
2015-03-02 12:56:56,260.83
2015-03-02 12:58:24,260.99
2015-03-02 12:59:25,261.24
2015-03-02 13:00:56,261.09
2015-03-02 13:02:26,261.13
2015-03-02 13:03:55,260.73
2015-03-02 13:05:24,260.87
2015-03-02 13:06:25,260.93
2015-03-02 13:07:26,260.87
2015-03-02 13:08:54,260.88
2015-03-02 13:10:26,260.98
2015-03-02 13:11:56,261.18
2015-03-02 13:13:24,261.09
2015-03-02 13:14:26,261.11
2015-03-02 13:15:55,261.03
2015-03-02 13:16:56,261.11
2015-03-02 13:18:26,261.24
2015-03-02 13:19:27,261.08
2015-03-02 13:20:56,261.07
2015-03-02 13:21:57,260.98
2015-03-02 13:23:25,260.8
2015-03-02 13:24:27,260.81
2015-03-02 13:25:56,260.93
2015-03-02 13:26:57,260.82
2015-03-02 13:28:27,260.7
2015-03-02 13:29:57,260.58
2015-03-02 13:31:26,260.76
2015-03-02 13:32:57,260.8
2015-03-02 13:34:25,260.68
2015-03-02 13:35:26,260.77
2015-03-02 13:36:56,260.92
2015-03-02 13:38:27,260.83
2015-03-02 13:39:55,260.82
2015-03-02 13:41:27,261.06
2015-03-02 13:42:57,261.06
2015-03-02 13:44:27,261.06
2015-03-02 13:45:57,261.09
2015-03-02 13:47:25,261.23
2015-03-02 13:48:27,261.16
2015-03-02 13:49:57,261.25
2015-03-02 13:51:27,261.12
2015-03-02 13:52:56,261.12
2015-03-02 13:54:27,261.11
2015-03-02 13:55:55,260.79
2015-03-02 13:56:56,260.9
2015-03-02 13:58:26,260.86
2015-03-02 13:59:27,260.94
2015-03-02 14:00:57,260.81
2015-03-02 14:02:27,260.45
2015-03-02 14:03:55,259.91
2015-03-02 14:05:26,260.0
2015-03-02 14:06:27,260.37
2015-03-02 14:07:56,260.24
2015-03-02 14:09:25,260.04
2015-03-02 14:10:26,259.94
2015-03-02 14:11:28,260.04
2015-03-02 14:12:56,259.99
2015-03-02 14:13:57,260.0
2015-03-02 14:15:26,260.03
2015-03-02 14:16:58,260.21
2015-03-02 14:18:27,260.51
2015-03-02 14:19:28,260.07
2015-03-02 14:20:58,260.45
2015-03-02 14:22:27,260.39
2015-03-02 14:23:28,260.24
2015-03-02 14:24:57,260.02
2015-03-02 14:25:58,260.38
2015-03-02 14:27:27,260.18
2015-03-02 14:28:57,260.21
2015-03-02 14:29:58,260.17
2015-03-02 14:31:27,260.41
2015-03-02 14:32:28,260.32
2015-03-02 14:33:59,260.13
2015-03-02 14:35:28,260.36
2015-03-02 14:36:29,260.39
2015-03-02 14:37:30,260.36
2015-03-02 14:38:58,260.31
2015-03-02 14:40:27,260.5
2015-03-02 14:41:59,260.3
2015-03-02 14:43:27,260.99
2015-03-02 14:44:29,261.24
2015-03-02 14:45:57,261.22
2015-03-02 14:46:59,261.19
2015-03-02 14:48:27,261.15
2015-03-02 14:49:28,261.3
2015-03-02 14:50:57,261.05
2015-03-02 14:51:58,261.06
2015-03-02 14:52:59,260.95
2015-03-02 14:54:27,260.51
2015-03-02 14:55:28,260.5
2015-03-02 14:56:58,260.58
2015-03-02 14:58:28,260.72
2015-03-02 14:59:29,260.58
2015-03-02 15:00:57,260.91
2015-03-02 15:01:59,260.75
2015-03-02 15:03:28,260.83
2015-03-02 15:04:29,260.83
2015-03-02 15:05:57,260.96
2015-03-02 15:06:59,260.88
2015-03-02 15:08:28,260.7
2015-03-02 15:09:48,260.68
2015-03-02 15:10:59,260.78
2015-03-02 15:12:29,260.88
2015-03-02 15:13:58,260.66
2015-03-02 15:14:59,260.84
2015-03-02 15:16:19,260.96
2015-03-02 15:17:59,260.94
2015-03-02 15:19:19,260.86
2015-03-02 15:20:20,260.98
2015-03-02 15:21:29,261.0
2015-03-02 15:22:59,260.92
2015-03-02 15:24:18,261.02
2015-03-02 15:25:28,261.08
2015-03-02 15:26:29,261.16
2015-03-02 15:27:59,261.14
2015-03-02 15:29:29,261.24
2015-03-02 15:30:58,261.52
2015-03-02 15:32:18,261.6
2015-03-02 15:33:29,261.72
2015-03-02 15:34:49,261.38
2015-03-02 15:35:59,261.38
2015-03-02 15:37:20,261.58
2015-03-02 15:38:51,261.48
2015-03-02 15:39:59,261.64
2015-03-02 15:41:19,261.38
2015-03-02 15:42:29,261.18
2015-03-02 15:43:59,260.98
2015-03-02 15:45:19,261.36
2015-03-02 15:46:20,261.34
2015-03-02 15:47:29,261.38
2015-03-02 15:48:59,261.32
2015-03-02 15:50:20,261.36
2015-03-02 15:51:29,261.42
2015-03-02 15:52:50,261.54
2015-03-02 15:53:51,261.7
2015-03-02 15:54:59,261.56
2015-03-02 15:56:20,261.54
2015-03-02 15:57:50,261.52
2015-03-02 15:59:21,261.72
2015-03-02 16:00:29,261.78
2015-03-02 16:01:50,262.01
2015-03-02 16:02:59,262.05
2015-03-02 16:04:21,262.38
2015-03-02 16:05:59,262.78
2015-03-02 16:07:19,263.58
2015-03-02 16:08:59,264.32
2015-03-02 16:10:21,264.54
2015-03-02 16:11:51,263.85
2015-03-02 16:13:21,263.41
2015-03-02 16:14:22,262.56
2015-03-02 16:15:52,263.08
2015-03-02 16:17:21,263.16
2015-03-02 16:18:52,263.3
2015-03-02 16:20:20,263.2
2015-03-02 16:21:21,263.14
2015-03-02 16:22:51,262.82
2015-03-02 16:23:52,262.71
2015-03-02 16:25:20,262.27
2015-03-02 16:26:21,262.46
2015-03-02 16:27:22,262.62
2015-03-02 16:28:51,262.35
2015-03-02 16:30:21,262.97
2015-03-02 16:31:22,263.12
2015-03-02 16:32:53,263.06
2015-03-02 16:34:20,263.14
2015-03-02 16:35:21,263.03
2015-03-02 16:36:23,263.14
2015-03-02 16:37:52,263.01
