datetime,average
2015-03-04 07:25:56,278.54
2015-03-04 07:26:58,278.35
2015-03-04 07:28:27,278.09
2015-03-04 07:29:57,278.22
2015-03-04 07:31:27,278.41
2015-03-04 07:32:28,278.35
2015-03-04 07:33:57,278.92
2015-03-04 07:35:27,278.86
2015-03-04 07:36:58,278.38
2015-03-04 07:38:28,278.47
2015-03-04 07:39:56,278.35
2015-03-04 07:41:28,278.36
2015-03-04 07:42:56,278.45
2015-03-04 07:44:28,278.6
2015-03-04 07:45:58,279.74
2015-03-04 07:47:26,279.39
2015-03-04 07:48:27,279.71
2015-03-04 07:49:56,279.24
2015-03-04 07:51:27,279.7
2015-03-04 07:52:58,279.25
2015-03-04 07:54:28,279.19
2015-03-04 07:55:57,278.55
2015-03-04 07:57:27,278.13
2015-03-04 07:58:28,278.46
2015-03-04 07:59:56,278.25
2015-03-04 08:01:28,278.69
2015-03-04 08:02:57,278.71
2015-03-04 08:04:25,278.83
2015-03-04 08:05:27,278.71
2015-03-04 08:06:56,278.65
2015-03-04 08:07:57,278.78
2015-03-04 08:09:27,278.77
2015-03-04 08:10:56,278.97
2015-03-04 08:11:57,278.93
2015-03-04 08:13:26,279.02
2015-03-04 08:14:57,279.18
2015-03-04 08:16:26,279.29
2015-03-04 08:17:27,279.06
2015-03-04 08:18:58,279.01
2015-03-04 08:19:59,278.81
2015-03-04 08:21:28,278.9
2015-03-04 08:22:57,278.93
2015-03-04 08:23:59,279.08
2015-03-04 08:25:28,279.17
2015-03-04 08:26:58,279.18
2015-03-04 08:28:28,279.21
2015-03-04 08:29:29,278.97
2015-03-04 08:30:57,279.04
2015-03-04 08:32:28,278.98
2015-03-04 08:33:29,278.95
2015-03-04 08:34:58,279.01
2015-03-04 08:36:28,278.93
2015-03-04 08:37:59,278.53
2015-03-04 08:39:29,278.55
2015-03-04 08:40:59,278.62
2015-03-04 08:42:29,278.62
2015-03-04 08:43:59,278.65
2015-03-04 08:45:28,278.1
2015-03-04 08:46:59,278.1
2015-03-04 08:48:19,278.11
2015-03-04 08:49:29,278.09
2015-03-04 08:50:48,278.26
2015-03-04 08:51:59,278.38
2015-03-04 08:53:28,278.34
2015-03-04 08:54:59,278.47
2015-03-04 08:56:29,278.87
2015-03-04 08:57:30,278.49
2015-03-04 08:58:58,278.49
2015-03-04 09:00:28,278.78
2015-03-04 09:01:58,278.74
2015-03-04 09:02:59,278.97
2015-03-04 09:04:28,279.05
2015-03-04 09:05:29,279.03
2015-03-04 09:06:58,278.95
2015-03-04 09:08:18,279.03
2015-03-04 09:09:58,278.99
2015-03-04 09:10:59,279.07
2015-03-04 09:12:19,278.98
2015-03-04 09:13:29,279.11
2015-03-04 09:14:58,278.99
2015-03-04 09:16:18,278.92
2015-03-04 09:17:19,278.86
2015-03-04 09:18:28,278.83
2015-03-04 09:19:29,278.91
2015-03-04 09:20:49,278.81
2015-03-04 09:21:50,278.68
2015-03-04 09:22:58,278.69
2015-03-04 09:24:19,278.66
2015-03-04 09:25:29,278.78
2015-03-04 09:26:59,278.75
2015-03-04 09:28:19,278.9
2015-03-04 09:29:29,278.5
2015-03-04 09:30:59,276.62
2015-03-04 09:32:29,276.24
2015-03-04 09:33:49,276.4
2015-03-04 09:34:59,276.87
2015-03-04 09:36:29,276.65
2015-03-04 09:37:48,276.62
2015-03-04 09:38:59,276.69
2015-03-04 09:40:29,276.67
2015-03-04 09:41:48,277.05
